iter	Logloss
293	0.4520748575
294	0.4520166849
295	0.4519619533
296	0.4519227589
297	0.4518746368
298	0.4517911069
299	0.4517323869
300	0.4516845688
301	0.451626876
302	0.4515632721
303	0.4515261636
304	0.4514681398
305	0.4514197819
306	0.451374035
307	0.4513438391
308	0.4512849837
309	0.4512392682
310	0.4511803629
311	0.4511508228
312	0.4510954027
313	0.451033196
314	0.450975863
315	0.4509293536
316	0.4508702298
317	0.4508290861
318	0.4507898891
319	0.4507630263
320	0.4507121512
321	0.4506574854
322	0.4506047131
323	0.4505275882
324	0.4504749088
325	0.4504443813
326	0.4503834638
327	0.4503533213
328	0.4503221328
329	0.4502982969
330	0.4502680353
331	0.4502251725
332	0.4501569344
333	0.450123826
334	0.4500828926
335	0.4500328695
336	0.4499828769
337	0.4499450245
338	0.4498907826
339	0.4498411597
340	0.4497858444
341	0.4497391261
342	0.4496754436
343	0.4496244231
344	0.4495863277
345	0.449524839
346	0.4494754885
347	0.4494287061
348	0.449390074
349	0.4493582609
350	0.4492983107
351	0.449245936
352	0.4492024139
353	0.449146976
354	0.4491207855
355	0.4490842716
356	0.4490279849
357	0.448975623
358	0.4489304683
359	0.4488648796
360	0.4488265322
361	0.4487822688
362	0.4487371585
363	0.4486793031
364	0.4486317029
365	0.4485669024
366	0.4485229305
367	0.448460123
368	0.4484180572
369	0.448382482
370	0.4483373355
371	0.4482933752
372	0.4482437841
373	0.4482090068
374	0.448170289
375	0.4481306104
376	0.4480929232
377	0.4480257501
378	0.44799671
379	0.4479408311
380	0.4478961802
381	0.4478550876
382	0.4478050552
383	0.4477577077
384	0.4477150908
385	0.4476752957
386	0.4476238268
387	0.4475980508
388	0.4475539337
389	0.4475218834
390	0.4474777891
391	0.447426699
392	0.4473893697
393	0.4473600326
394	0.4473273288
395	0.4472804015
396	0.447243224
397	0.4471932339
398	0.4471562012
399	0.4471053292
400	0.4470706592
401	0.4470077353
402	0.4469650214
403	0.446928924
404	0.446884749
405	0.4468160343
406	0.446780281
407	0.4467380898
408	0.4466961054
409	0.4466536293
410	0.4465962996
411	0.4465547298
412	0.4465031839
413	0.4464609048
414	0.4464178702
415	0.446379413
416	0.4463471846
417	0.4463115174
418	0.446263636
419	0.4462287104
420	0.4462017865
421	0.4461412655
422	0.4460888109
423	0.4460714094
424	0.4460351063
425	0.4459570656
426	0.4459274144
427	0.4458889508
428	0.445856533
429	0.4458106741
430	0.4457621197
431	0.4457285962
432	0.4456941807
433	0.4456470354
434	0.4456149889
435	0.4455756628
436	0.4455128613
437	0.4454848771
438	0.4454230748
439	0.4453903321
440	0.4453579856
441	0.4453215191
442	0.4452803032
443	0.4452284141
444	0.4451881253
445	0.4451506982
446	0.4451314375
447	0.4451026135
448	0.4450532944
449	0.4450029313
450	0.4449487691
451	0.4448978534
452	0.4448742812
453	0.444847601
454	0.4447926667
455	0.4447571777
456	0.4446927226
457	0.4446516265
458	0.4446143756
459	0.4445844177
460	0.4445259294
461	0.4444927986
462	0.4444377939
463	0.4443697764
464	0.4443272101
465	0.4443004567
466	0.4442539064
467	0.4442214911
468	0.4441812329
469	0.4441433491
470	0.4441216266
471	0.4440765673
472	0.4440383615
473	0.4439964902
474	0.4439670925
475	0.4439296144
476	0.4438946279
477	0.4438536432
478	0.4438274499
479	0.4437797211
480	0.4437240567
481	0.4436879455
482	0.4436512152
483	0.4436165425
484	0.443572178
485	0.4435358737
486	0.4434857975
487	0.4434413858
488	0.443362679
489	0.4433153583
490	0.44327324
491	0.443216614
492	0.4431774952
493	0.4431278074
494	0.4430821634
495	0.4430529704
496	0.4430140503
497	0.4429693527
498	0.4429081544
499	0.4428737968
500	0.4428380868
501	0.4427915698
502	0.4427409763
503	0.4427090996
504	0.4426863366
505	0.4426617375
506	0.4426239475
507	0.4425833708
508	0.4425401231
509	0.4425148854
510	0.4425020888
511	0.4424643782
512	0.4424309739
513	0.4423777272
514	0.4423428625
515	0.4423026506
516	0.4422533231
517	0.4422077879
518	0.4421662418
519	0.4421130449
520	0.4420728131
521	0.4420192306
522	0.4419568575
523	0.4419029358
524	0.4418741073
525	0.4418275944
526	0.4417988967
527	0.4417562856
528	0.4417156791
529	0.4416786476
530	0.4416187162
531	0.4415947096
532	0.4415614865
533	0.4415246387
534	0.44147945
535	0.4414385235
536	0.4413898355
537	0.4413366492
538	0.4412736476
539	0.4412264957
540	0.4411930493
541	0.4411400102
542	0.4411232796
543	0.4411029787
544	0.4410388137
545	0.4410116914
546	0.4409761763
547	0.4409448848
548	0.4409213779
549	0.4408794975
550	0.4408364321
551	0.4408072501
552	0.4407745623
553	0.4407344071
554	0.4406849669
555	0.4406469885
556	0.4405946503
557	0.4405574157
558	0.4405237376
559	0.440497785
560	0.4404591232
561	0.4404174844
562	0.4403811654
563	0.4403471901
564	0.4403118688
565	0.4402669279
566	0.4402438872
567	0.4402127689
568	0.4401713941
569	0.4401385434
570	0.4401004053
571	0.4400588185
572	0.440013675
573	0.4399733636
574	0.4399517146
575	0.4399088502
576	0.4398781679
577	0.439837674
578	0.4398027122
579	0.4397652506
580	0.4397277343
581	0.4396789977
582	0.4396569172
583	0.4396254403
584	0.4395766815
585	0.4395294433
586	0.4394881772
587	0.439452188
588	0.4394248157
589	0.4393927504
590	0.4393626312
591	0.4393282837
592	0.4392824702
593	0.4392505946
594	0.4392047127
595	0.4391823886
596	0.4391620853
597	0.4391296769
598	0.4390972918
599	0.4390669008
600	0.43903537
601	0.4390144675
602	0.4389778715
603	0.4389503824
604	0.4389027059
605	0.438864731
606	0.4388425051
607	0.4388216116
608	0.4387816744
609	0.4387446262
610	0.438709114
611	0.438674495
612	0.4386431275
613	0.4386021735
614	0.4385610397
615	0.4385193359
616	0.4384718396
617	0.4384364399
618	0.4384065081
619	0.4383676481
620	0.4383425683
621	0.4382810454
622	0.4382378821
623	0.4381954338
624	0.438162864
625	0.4381132157
626	0.438087101
627	0.4380657221
628	0.4380335631
629	0.4380050545
630	0.4379762431
631	0.437932086
632	0.4378912653
633	0.4378459192
634	0.437809181
635	0.4377708996
636	0.4377333651
637	0.4377002978
638	0.4376540409
639	0.4376244908
640	0.4375885946
641	0.437549234
642	0.437507377
643	0.437463633
644	0.4374236157
645	0.4373852863
646	0.4373483809
647	0.4372858465
648	0.4372513587
649	0.4372244564
650	0.4371900638
651	0.4371541753
652	0.4371125086
653	0.4370757935
654	0.4370645245
655	0.4370356978
656	0.4370000237
657	0.4369570371
658	0.4369172499
659	0.4368691152
660	0.4368253216
661	0.4367876799
662	0.436744224
663	0.4367210889
664	0.4366894985
665	0.4366486428
666	0.4366197932
667	0.436579453
668	0.4365501888
669	0.4365133915
670	0.43645223
671	0.4364111534
672	0.4363754289
673	0.4363512598
674	0.4363251436
675	0.4362925347
676	0.4362582932
677	0.4362189882
678	0.4361863204
679	0.4361521754
680	0.4361069689
681	0.4360647873
682	0.436027924
683	0.4360076235
684	0.4359742817
685	0.4359533705
686	0.435922013
687	0.4358869139
688	0.4358624628
689	0.4358306586
690	0.4357915676
691	0.435759248
692	0.4357167137
693	0.4356871484
694	0.4356514488
695	0.435616046
696	0.4355798844
697	0.4355316967
698	0.4355088863
699	0.4354648084
700	0.4354364788
701	0.4354052119
702	0.4353818623
703	0.4353147639
704	0.4352894639
705	0.4352531934
706	0.4352169016
707	0.4351866118
708	0.4351574379
709	0.4351262968
710	0.4351020786
711	0.4350678995
712	0.4350207412
713	0.4349922344
714	0.4349607195
715	0.4349185564
716	0.43486633
717	0.4348474244
718	0.434808709
719	0.4347712945
720	0.4347339246
721	0.4346943608
722	0.4346648745
723	0.4346404532
724	0.4346078501
725	0.4345737151
726	0.4345349961
727	0.4344996776
728	0.4344628959
729	0.4344243021
730	0.4343976919
731	0.4343592254
732	0.4343279386
733	0.4342954837
734	0.4342667259
735	0.4342242107
736	0.4341746859
737	0.4341465415
738	0.4340903502
739	0.434056584
740	0.4340311149
741	0.4339978529
742	0.433954456
743	0.433926569
744	0.4338938814
745	0.4338549995
746	0.4338308828
747	0.4338065679
748	0.4337799924
749	0.4337372092
750	0.4336977399
751	0.4336601292
752	0.4336304137
753	0.4336066547
754	0.4335762812
755	0.433532998
756	0.4335044196
757	0.4334621972
758	0.4334224746
759	0.4333887874
760	0.4333488882
761	0.4333167967
762	0.4332881072
763	0.4332467705
764	0.43320979
765	0.4331836953
766	0.4331615366
767	0.4331252328
768	0.4331000959
769	0.4330509599
770	0.4330244461
771	0.4329820625
772	0.4329491308
773	0.4329310275
774	0.4329017804
775	0.4328638772
776	0.4328265665
777	0.4328002656
778	0.4327792213
779	0.432748859
780	0.4327152074
781	0.4326859736
782	0.4326528106
783	0.4326197475
784	0.4325811762
785	0.4325593802
786	0.4325326653
787	0.4325078978
788	0.4324812124
789	0.4324506151
790	0.4323999106
791	0.4323682243
792	0.4323420003
793	0.4323092231
794	0.4322825946
795	0.4322447858
796	0.4322126838
797	0.4321412774
798	0.4321263846
799	0.4320908231
800	0.4320561234
801	0.4320256213
802	0.4319920577
803	0.431961207
804	0.4319193623
805	0.4318837221
806	0.4318536974
807	0.4318103664
808	0.4317772562
809	0.4317353574
810	0.4317020536
811	0.4316749742
812	0.4316500328
813	0.4316069375
814	0.4315803862
815	0.4315319502
816	0.4315083566
817	0.4314773699
818	0.4314509425
819	0.431421385
820	0.4313796777
821	0.4313447517
822	0.4313069822
823	0.4312682359
824	0.4312480763
825	0.4312087196
826	0.4311821675
827	0.4311410757
828	0.431104153
829	0.4310589815
830	0.4310229502
831	0.4309842314
832	0.4309644193
833	0.4309352857
834	0.4308928566
835	0.4308506358
836	0.4308296461
837	0.4307950119
838	0.4307555312
839	0.4307303196
840	0.4306878522
841	0.4306582232
842	0.4306209824
843	0.4305947201
844	0.4305523267
845	0.4305315065
846	0.4305021261
847	0.4304688454
848	0.4304296064
849	0.4303919536
850	0.4303648788
851	0.4303382492
852	0.430311847
853	0.4302810949
854	0.4302587861
855	0.4302250432
856	0.4301890672
857	0.4301629088
858	0.4301394013
859	0.4301121533
860	0.4300760184
861	0.4300316865
862	0.430010544
863	0.4299581697
864	0.4299286962
865	0.4298924269
866	0.4298729338
867	0.4298379862
868	0.4297977346
869	0.4297695498
870	0.4297463914
871	0.4297090702
872	0.4296789298
873	0.4296457573
874	0.4296208922
875	0.4295925423
876	0.4295717808
877	0.429543994
878	0.4295198978
879	0.4294922529
880	0.4294580799
881	0.4294332128
882	0.4294030295
883	0.4293760253
884	0.4293398958
885	0.4293149612
886	0.4292808563
887	0.4292488079
888	0.4292151249
889	0.4291866911
890	0.4291605146
891	0.42912121
892	0.429095325
893	0.4290646002
894	0.4290337273
895	0.429007873
896	0.4289867329
897	0.4289519751
898	0.4289191971
899	0.4288912504
900	0.4288497259
901	0.4288170089
902	0.4287972173
903	0.4287647142
904	0.428720989
905	0.4286719951
906	0.4286441278
907	0.4286130254
908	0.4285961466
909	0.4285723602
910	0.4285455823
911	0.4285149958
912	0.4284811404
913	0.4284528324
914	0.4284260795
915	0.428388389
916	0.4283561663
917	0.4283220588
918	0.4282927372
919	0.4282526198
920	0.4282356273
921	0.4281839879
922	0.4281467247
923	0.4281137031
924	0.4280846142
925	0.4280387171
926	0.4280171255
927	0.4279919314
928	0.4279721726
929	0.427943277
930	0.4279211638
931	0.4278865312
932	0.4278548837
933	0.4278386347
934	0.4278176948
935	0.4277882079
936	0.4277529652
937	0.4277253481
938	0.4277026608
939	0.4276605262
940	0.4276241251
941	0.4275878246
942	0.4275591083
943	0.427532209
944	0.4275091765
945	0.427487096
946	0.4274483128
947	0.4274210133
948	0.4273961667
949	0.4273601516
950	0.4273259745
951	0.4273106296
952	0.4272646661
953	0.4272295259
954	0.4271898415
955	0.4271595154
956	0.4271325813
957	0.4270951966
958	0.4270677656
959	0.4270406963
960	0.4270217215
961	0.4269903603
962	0.4269652657
963	0.4269271708
964	0.4268908973
965	0.4268643054
966	0.4268365294
967	0.426807661
968	0.4267752646
969	0.4267514459
970	0.4267186278
971	0.4266969128
972	0.4266651463
973	0.4266266412
974	0.4266033408
975	0.4265646965
976	0.4264925372
977	0.4264588641
978	0.4264314416
979	0.4264077296
980	0.4263737833
981	0.4263524251
982	0.426330013
983	0.4263138713
984	0.4262753043
985	0.4262551255
986	0.4262195307
987	0.426199427
988	0.4261657427
989	0.4261362297
990	0.4260998114
991	0.4260603624
992	0.4260265779
993	0.425990591
994	0.4259568574
995	0.4259386001
996	0.4259032574
997	0.4258856201
998	0.4258642622
999	0.425841794
